,,,,,,,09/04/2026,DESATUALIZADO,,,,,EM VERDE DATA APROVADA CLIENTE,EM LARANJA DATA NÃO APROVADA CLIENTE,10/04/2026,,,,,,,,
,EM VERMELHO CÓD. DA CARTELA NÃO LOCALIZADO,,,,,,10/04/2026 07:05:29,,DÚVIDA CLICA AQUI,,https://encurtador.com.br/2bDAO,,SEMPRE VERIFICAR O FILTRO PRAZO,,,,,,,,,,
Column 24,CARTELA,CLIENTE,CÓD. FILIAL,PEDIDO,CÓD. CLIENTE,CÓD. MARFIM,DESCRIÇÃO,TAMANHO,ORD. COMPRA,QTD. ABERTA,CÓD. OS ,DATA RECEB.,DT. ENTREGA,PRAZO,SITUAÇÃO DE ITENS,DATA SISTEMA,DATAS REPROGRAMADAS,APROVAÇÃO DO CLIENTE,CÓD. ALTERADO,CÓD. DO SISTEMA,POSIÇÃO NA PRODUÇÃO,PEDIDO NA EMPRESA EM DIAS,Column 23
449,OK,DASS ITAPIPOCA,2,135786,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,140CM,15368451,50,15364872ITA11181-C,02/03/2026,13/04/2026,3,EMBARQUE EM ATRASO,30/03/26,13/04/26,,#N/A,1215467,,39,
450,OK,DASS ITAPIPOCA,2,135786,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,140CM,15368451,50,15364875ITA11181-D,02/03/2026,13/04/2026,3,EMBARQUE EM ATRASO,30/03/2026,13/04/26,,#N/A,1215467,,39,
451,OK,DASS ITAPIPOCA,2,135786,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,140CM,15368451,55,15364879ITA11181-E,02/03/2026,13/04/2026,3,EMBARQUE EM ATRASO,30/03/2026,13/04/26,,#N/A,1215467,,39,
452,OK,DASS ITAPIPOCA,2,135786,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,140CM,15368451,50,15364849ITA11228-A,02/03/2026,13/04/2026,3,EMBARQUE EM ATRASO,30/03/26,13/04/26,,#N/A,1215467,,39,
453,OK,DASS ITAPIPOCA,2,135786,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,140CM,15368451,50,15364852ITA11228-B,02/03/2026,13/04/2026,3,EMBARQUE EM ATRASO,30/03/26,13/04/26,,#N/A,1215467,,39,
454,OK,DASS ITAPIPOCA,2,135786,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,140CM,15368451,50,15364855ITA11228-C,02/03/2026,13/04/2026,3,EMBARQUE EM ATRASO,30/03/26,13/04/26,,#N/A,1215467,,39,
455,OK,DASS ITAPIPOCA,2,135786,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,140CM,15368451,50,15364858ITA11228-D,02/03/2026,13/04/2026,3,EMBARQUE EM ATRASO,30/03/2026,13/04/26,,#N/A,1215467,,39,
456,OK,DASS ITAPIPOCA,2,135786,1215467,73237,ATAC. M6034 8MM ALPINA COR 2001,140CM,15368451,81,15364862ITA11228-E,02/03/2026,13/04/2026,3,EMBARQUE EM ATRASO,30/03/2026,13/04/26,,#N/A,1215467,,39,
466,OK,DASS ITAPIPOCA,2,135790,998350,70164,FITA MFGP C/ GOMA POLIESTER COR 100,10MM,15368602,3050,0,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,998350,117392,,39,
467,OK,DASS ITAPIPOCA,2,135790,117392,70164,FITA MFGP C/ GOMA POLIESTER COR 100,16MM,15368602,640,0,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,117392,,39,
468,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15368630,72,15366628ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
469,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15368630,57,15366632ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
470,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15368630,40,15366635ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
471,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15368630,40,15366638ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
472,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,145CM,15368630,42,15366641ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
473,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15368630,331,15366628ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
474,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15368630,330,15366632ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
475,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15368630,330,15366635ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
476,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15368630,310,15366638ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
477,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,150CM,15368630,333,15366641ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
478,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15368630,171,15366628ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
479,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15368630,160,15366632ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
480,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15368630,160,15366635ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
481,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15368630,150,15366638ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
482,OK,DASS ITAPIPOCA,2,135791,1363662,92066,ATAC. M10147 6MM POLIMP COR 100/P,155CM,15368630,190,15366641ADL000383-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1363662,,39,
483,OK,DASS ITAPIPOCA,2,135791,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15368630,409,15366523ADL000386-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1380683,,39,
484,OK,DASS ITAPIPOCA,2,135791,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15368630,400,15366526ADL000386-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1380683,,39,
485,OK,DASS ITAPIPOCA,2,135791,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15368630,400,15366529ADL000386-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1380683,,39,
486,OK,DASS ITAPIPOCA,2,135791,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,115CM,15368630,433,15366532ADL000386-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1380683,,39,
487,OK,DASS ITAPIPOCA,2,135791,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15368630,170,15366523ADL000386-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1380683,,39,
488,OK,DASS ITAPIPOCA,2,135791,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15368630,170,15366526ADL000386-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1380683,,39,
489,OK,DASS ITAPIPOCA,2,135791,1380683,92678,ATAC. M60126 6MM ALPINA COR 2001,120CM,15368630,150,15366529ADL000386-,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1380683,,39,
490,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,40,15364967ITA11116-A,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
491,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,50,15364970ITA11116-B,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
492,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,15,15364907ITA11128-A,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
493,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,10,15364911ITA11128-B,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
494,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,10,15364916ITA11128-C,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
495,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,10,15364919ITA11128-D,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
496,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,16,15364922ITA11128-E,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
497,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,519,15365017ITA11132-A,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
498,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,480,15365020ITA11132-B,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
499,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,480,15365023ITA11132-C,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
500,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,480,15365026ITA11132-D,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
501,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,480,15365032ITA11132-E,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
502,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,480,15365043ITA11132-F,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
503,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,470,15365055ITA11132-G,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
504,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,115CM,15368630,510,15365067ITA11132-H,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
505,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,341,15364967ITA11116-A,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
506,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,384,15364970ITA11116-B,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
507,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,451,15364907ITA11128-A,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
508,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,450,15364911ITA11128-B,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
509,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,450,15364916ITA11128-C,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
510,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,450,15364919ITA11128-D,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
511,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,420,15364922ITA11128-E,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
512,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,458,15364925ITA11128-F,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
513,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,69,15365017ITA11132-A,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
514,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,50,15365020ITA11132-B,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
515,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,50,15365023ITA11132-C,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
516,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,50,15365026ITA11132-D,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
517,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,50,15365032ITA11132-E,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
518,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,50,15365043ITA11132-F,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
519,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,40,15365055ITA11132-G,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
520,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,125CM,15368630,26,15365067ITA11132-H,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
521,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368630,73,15364967ITA11116-A,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
522,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368630,82,15364970ITA11116-B,02/03/2026,13/04/2026,3,,13/04/26,#N/A,#N/A,#N/A,1387665,,39,
523,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368630,223,15364907ITA11128-A,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
524,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368630,130,15364911ITA11128-B,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
525,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368630,130,15364916ITA11128-C,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
526,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368630,130,15364919ITA11128-D,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
527,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368630,130,15364922ITA11128-E,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
528,OK,DASS ITAPIPOCA,2,135791,1387665,92166,ATAC. M12183 6MM REFLEX COR 4085,130CM,15368630,45,15364925ITA11128-F,02/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1387665,,39,
1072,OK,DASS ITAPIPOCA,2,136353,715810,70162,FITA MFGP POLIESTER COR 100,15MM,15432115,150,0,16/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,715810,,25,
1073,OK,DASS ITAPIPOCA,2,136353,898941,70164,FITA MFGP C/ GOMA POLIESTER COR 100,12MM,15432115,200,0,16/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,898941,117392,,25,
1074,OK,DASS ITAPIPOCA,2,136353,783896,70164,FITA MFGP C/ GOMA POLIESTER COR 100,15MM,15432115,1050,0,16/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,783896,117392,,25,
1075,OK,DASS ITAPIPOCA,2,136353,816595,71376,FITA MFGP C/ GOMA POLIESTER COR 102,10MM,15432115,100,0,16/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,816595,816595,,25,
1165,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,125CM,15432087,12,15425544NEWB003561,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1166,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,125CM,15432087,24,15425547NEWB003561,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1167,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,125CM,15432087,372,15425553NEWB003572,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1168,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,125CM,15432087,348,15425556NEWB003572,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1169,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,125CM,15432087,384,15425561NEWB003572,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1170,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,125CM,15432087,468,15425565NEWB003573,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1171,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,125CM,15432087,492,15425568NEWB003573,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1172,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,135CM,15432087,396,15425544NEWB003561,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1173,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,135CM,15432087,396,15425547NEWB003561,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1174,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,135CM,15432087,456,15425550NEWB003561,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1175,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,135CM,15432087,60,15425553NEWB003572,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1176,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,135CM,15432087,60,15425556NEWB003572,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1177,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,135CM,15432087,48,15425561NEWB003572,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1178,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,135CM,15432087,60,15425565NEWB003573,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1179,OK,DASS ITAPIPOCA,2,136435,1393365,92373,ATAC. M21020 6MM REFLEX COR 5334,135CM,15432087,72,15425568NEWB003573,17/03/2026,13/04/2026,3,,06/04/2026,13/04/26,,#N/A,1393365,,24,
1180,OK,DASS ITAPIPOCA,2,136436,1258181,69776,FITA MFGP POLIESTER COR 101,15MM,15432114,260,0,17/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,1258181,1183429,,24,
1182,OK,DASS ITAPIPOCA,2,136436,1340004,89098,FITA  M31130 POLIMP COR 5233/P,15MM,15432114,1940,0,17/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1340004,,24,
1183,OK,DASS ITAPIPOCA,2,136436,1400879,94694,FITA  M31130 POLIMP MEADA COR 6115/PM,15MM,15432114,1010,0,17/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1400879,,24,
1184,OK,DASS ITAPIPOCA,2,136436,1394963,89746,FITA MFGP C/ GOMA POLIESTER COR 149,10MM,15432114,130,0,17/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1394963,,24,
1234,OK,DASS ITAPIPOCA,2,136437,1393364,92376,ATAC. M21020 6MM REFLEX COR 4391,125CM,15432260,444,15425571NEWB003590,17/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1393364,,24,
1235,OK,DASS ITAPIPOCA,2,136437,1393364,92376,ATAC. M21020 6MM REFLEX COR 4391,125CM,15432260,456,15425574NEWB003590,17/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1393364,,24,
1236,OK,DASS ITAPIPOCA,2,136437,1393364,92376,ATAC. M21020 6MM REFLEX COR 4391,135CM,15432260,72,15425571NEWB003590,17/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1393364,,24,
1237,OK,DASS ITAPIPOCA,2,136437,1393364,92376,ATAC. M21020 6MM REFLEX COR 4391,135CM,15432260,84,15425574NEWB003590,17/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1393364,,24,
1303,OK,DASS ITAPIPOCA,2,136594,1229563,82870,FITA M31108 POLIESTER COR 100,10MM,15452055,280,0,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1229563,,21,
1304,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,110CM,15452072,180,15451403NEWB003607,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1305,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,110CM,15452072,132,15451412NEWB003607,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1306,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,110CM,15452072,84,15451416NEWB003607,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1307,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,110CM,15452072,84,15451419NEWB003608,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1308,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,110CM,15452072,72,15451422NEWB003608,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1309,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,110CM,15452072,72,15451425NEWB003608,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1310,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,120CM,15452072,444,15451403NEWB003607,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1311,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,120CM,15452072,420,15451412NEWB003607,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1312,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,120CM,15452072,468,15451416NEWB003607,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1313,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,120CM,15452072,384,15451419NEWB003608,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1314,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,120CM,15452072,372,15451422NEWB003608,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1315,OK,DASS ITAPIPOCA,2,136595,1226238,82880,ATAC. M15107 7MM POLIESTER COR 100,120CM,15452072,408,15451425NEWB003608,20/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,#N/A,1226238,,21,
1370,OK,DASS ITAPIPOCA,2,136680,682060,69630,FITA MFG POLIESTER COR 100,10MM,15467798,20,0,24/03/2026,13/04/2026,3,,13/04/2026,#N/A,#N/A,682060,682060,,17,
